Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 5, 'n_head': 7, 'n_kv_head': 7, 'n_embd': 448, 'window_pattern': 'S'}
Parameter counts:
  wte                     : 3,670,016
  value_embeds            : 11,010,048
  lm_head                 : 3,670,016
  transformer_matrices    : 11,039,728
  scalars                 : 10
  total                   : 29,389,818
Estimated FLOPs per token: 1.047735e+08
Scaling AdamW LRs by 1/sqrt(448/768) = 1.309307
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011097 | lrm: 1.00 | dt: 18429ms | tok/sec: 3,556 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00593 (35.0%) | loss: 3.498286 | lrm: 0.66 | dt: 183ms | tok/sec: 358,207 | mfu: 3.8% | epoch: 1 | remaining: 195s    
step 00594 (35.1%) | loss: 3.502820 | lrm: 0.66 | dt: 185ms | tok/sec: 355,168 | mfu: 3.8% | epoch: 1 | remaining: 195s    
step 00595 (35.2%) | loss: 3.504263 | lrm: 0.66 | dt: 183ms | tok/sec: 357,614 | mfu: 3.8% | epoch: 1 | remaining: 194s    
step 00596 (35.2%) | loss: 3.491094 | lrm: 0.65 | dt: 183ms | tok/sec: 357,693 | mfu: 3.8% | epoch: 1 | remaining: 194s    
step 00597 (35.3%) | loss: 3.494012 | lrm: 0.65 | dt: 180ms | tok/sec: 364,489 | mfu: 3.9% | epoch: 1 | remaining: 194s    
step 00598 (35.3%) | loss: 3.492475 | lrm: 0.65 | dt: 184ms | tok/sec: 355,782 | mfu: 3.8% | epoch: 1 | remaining: 194s    
step 00599 (35.4%) | loss: 3.490780 | lrm: 0.65 | dt: 182ms | tok/sec: 359,639 | mfu: 3.8% | epoch: 1 | remaining: 194s    
step 00600 (35.5%) | loss: 3.490131 | lrm: 0.65 | dt: 182ms | tok/sec: 360,524 | mfu: 3.8% | epoch: 1 | remaining: 193s    
step 00601 (35.5%) | loss: 3.487006 | lrm: 0.65 | dt: 183ms | tok/sec: 357,300 | mfu: 3.8% | epoch: 1 | remaining: 193s    
step 00602 (35.6%) | loss: 3.487947 | lrm: 0.65 | dt: 183ms | tok/sec: 357,207 | mfu: 3.8% | epoch: 1 | remaining: 193s    
step 00603 (35.6%) | loss: 3.490059 | lrm: 0.65 | dt: 183ms | tok/sec: 358,140 | mfu: 3.8% | epoch: 1 | remaining: 193s    
step 00604 (35.7%) | loss: 3.492269 | lrm: 0.65 | dt: 181ms | tok/sec: 361,893 | mfu: 3.8% | epoch: 1 | remaining: 193s    
step 00605 (35.8%) | loss: 3.495821 | lrm: 0.65 | dt: 183ms | tok/sec: 358,067 | mfu: 3.8% | epoch: 1 | remaining: 193s    
step 00606 (35.8%) | loss: 3.496030 | lrm: 0.65 | dt: 182ms | tok/sec: 360,641 | mfu: 3.8% | epoch: 1 | remaining: 192s    
step 00607 (35.9%) | loss: 3.497167 | lrm: 0.65 | dt: 183ms | tok/sec: 359,073 | mfu: 3.8% | epoch: 1 | remaining: 192s    
step 00608 (36.0%) | loss: 3.497669 | lrm: 0.65 | dt: 184ms | tok/sec: 356,551 | mfu: 3.8% | epoch: 1 | remaining: 192s    
step 00609 (36.0%) | loss: 3.500396 | lrm: 0.65 | dt: 184ms | tok/sec: 357,113 | mfu: 3.8% | epoch: 1 | remaining: 192s    
step 00610 (36.1%) | loss: 3.492414 | lrm: 0.65 | dt: 183ms | tok/sec: 357,831 | mfu: 3.8% | epoch: 1 | remaining: 192s    
step 00611 (36.1%) | loss: 3.491624 | lrm: 0.65 | dt: 180ms | tok/sec: 363,318 | mfu: 3.8% | epoch: 1 | remaining: 191s    
step 00612 (36.2%) | loss: 3.497454 | lrm: 0.65 | dt: 182ms | tok/sec: 359,235 | mfu: 3.8% | epoch: 1 | remaining: 191s    
step 00613 (36.3%) | loss: 3.498139 | lrm: 0.64 | dt: 184ms | tok/sec: 356,072 | mfu: 3.8% | epoch: 1 | remaining: 191s    
step 00614 (36.3%) | loss: 3.495426 | lrm: 0.64 | dt: 182ms | tok/sec: 360,072 | mfu: 3.8% | epoch: 1 | remaining: 191s    
step 00615 (36.4%) | loss: 3.493065 | lrm: 0.64 | dt: 184ms | tok/sec: 355,858 | mfu: 3.8% | epoch: 1 | remaining: 191s    
step 00616 (36.4%) | loss: 3.495691 | lrm: 0.64 | dt: 184ms | tok/sec: 355,261 | mfu: 3.8% | epoch: 1 | remaining: 190s    
step 00617 (36.5%) | loss: 3.489733 | lrm: 0.64 | dt: 183ms | tok/sec: 357,230 | mfu: 3.8% | epoch: 1 | remaining: 190s    
step 00618 (36.6%) | loss: 3.495167 | lrm: 0.64 | dt: 180ms | tok/sec: 363,253 | mfu: 3.8% | epoch: 1 | remaining: 190s    
step 00619 (36.6%) | loss: 3.501741 | lrm: 0.64 | dt: 181ms | tok/sec: 361,277 | mfu: 3.8% | epoch: 1 | remaining: 190s    
step 00620 (36.7%) | loss: 3.504392 | lrm: 0.64 | dt: 182ms | tok/sec: 360,257 | mfu: 3.8% | epoch: 1 | remaining: 190s    
step 00621 (36.7%) | loss: 3.508054 | lrm: 0.64 | dt: 182ms | tok/sec: 359,310 | mfu: 3.8% | epoch: 1 | remaining: 190s    
step 00622 (36.8%) | loss: 3.507940 | lrm: 0.64 | dt: 183ms | tok/sec: 358,290 | mfu: 3.8% | epoch: 1 | remaining: 189s    
step 00623 (36.9%) | loss: 3.511871 | lrm: 0.64 | dt: 182ms | tok/sec: 359,527 | mfu: 3.8% | epoch: 1 | remaining: 189s    
step 00624 (36.9%) | loss: 3.507353 | lrm: 0.64 | dt: 182ms | tok/sec: 359,110 | mfu: 3.8% | epoch: 1 | remaining: 189s    
step 00625 (37.0%) | loss: 3.507876 | lrm: 0.64 | dt: 183ms | tok/sec: 358,429 | mfu: 3.8% | epoch: 1 | remaining: 189s    
step 00626 (37.0%) | loss: 3.521448 | lrm: 0.64 | dt: 182ms | tok/sec: 360,223 | mfu: 3.8% | epoch: 1 | remaining: 189s    
step 00627 (37.1%) | loss: 3.519112 | lrm: 0.64 | dt: 183ms | tok/sec: 357,587 | mfu: 3.8% | epoch: 1 | remaining: 188s    
step 00628 (37.2%) | loss: 3.507275 | lrm: 0.64 | dt: 181ms | tok/sec: 361,687 | mfu: 3.8% | epoch: 1 | remaining: 188s    
step 00629 (37.2%) | loss: 3.504731 | lrm: 0.64 | dt: 182ms | tok/sec: 360,670 | mfu: 3.8% | epoch: 1 | remaining: 188s    
step 00630 (37.3%) | loss: 3.502604 | lrm: 0.63 | dt: 182ms | tok/sec: 359,543 | mfu: 3.8% | epoch: 1 | remaining: 188s    
step 00631 (37.4%) | loss: 3.490029 | lrm: 0.63 | dt: 185ms | tok/sec: 355,130 | mfu: 3.8% | epoch: 1 | remaining: 188s    
step 00632 (37.4%) | loss: 3.481632 | lrm: 0.63 | dt: 183ms | tok/sec: 358,788 | mfu: 3.8% | epoch: 1 | remaining: 188s    
step 00633 (37.5%) | loss: 3.478586 | lrm: 0.63 | dt: 184ms | tok/sec: 357,124 | mfu: 3.8% | epoch: 1 | remaining: 187s    
step 00634 (37.5%) | loss: 3.480193 | lrm: 0.63 | dt: 182ms | tok/sec: 360,771 | mfu: 3.8% | epoch: 1 | remaining: 187s    
step 00635 (37.6%) | loss: 3.477768 | lrm: 0.63 | dt: 181ms | tok/sec: 361,434 | mfu: 3.8% | epoch: 1 | remaining: 187s    
step 00636 (37.7%) | loss: 3.473293 | lrm: 0.63 | dt: 182ms | tok/sec: 359,940 | mfu: 3.8% | epoch: 1 | remaining: 187s    
step 00637 (37.7%) | loss: 3.463288 | lrm: 0.63 | dt: 182ms | tok/sec: 359,429 | mfu: 3.8% | epoch: 1 | remaining: 187s    
step 00638 (37.8%) | loss: 3.461139 | lrm: 0.63 | dt: 183ms | tok/sec: 359,011 | mfu: 3.8% | epoch: 1 | remaining: 186s    
step 00639 (37.8%) | loss: 3.474974 | lrm: 0.63 | dt: 185ms | tok/sec: 354,133 | mfu: 3.7% | epoch: 1 | remaining: 186s    
step 00640 (37.9%) | loss: 3.474073 | lrm: 0.63 | dt: 182ms | tok/sec: 359,690 | mfu: 3.8% | epoch: 1 | remaining: 186s    
step 00641 (38.0%) | loss: 3.473775 | lrm: 0.63 | dt: 181ms | tok/sec: 363,024 | mfu: 3.8% | epoch: 1 | remaining: 186s    
step 00642 (38.0%) | loss: 3.476502 | lrm: 0.63 | dt: 183ms | tok/sec: 357,302 | mfu: 3.8% | epoch: 1 | remaining: 186s    
step 00643 (38.1%) | loss: 3.471695 | lrm: 0.63 | dt: 182ms | tok/sec: 360,272 | mfu: 3.8% | epoch: 1 | remaining: 186s    
step 00644 (38.1%) | loss: 3.463465 | lrm: 0.63 | dt: 182ms | tok/sec: 359,176 | mfu: 3.8% | epoch: 1 | remaining: 185s    
step 00645 (38.2%) | loss: 3.466102 | lrm: 0.63 | dt: 183ms | tok/sec: 357,527 | mfu: 3.8% | epoch: 1 | remaining: 185s    
step 00646 (38.3%) | loss: 3.466296 | lrm: 0.63 | dt: 184ms | tok/sec: 356,441 | mfu: 3.8% | epoch: 1 | remaining: 185s    
step 00647 (38.3%) | loss: 3.467200 | lrm: 0.62 | dt: 183ms | tok/sec: 357,336 | mfu: 3.8% | epoch: 1 | remaining: 185s    
step 00648 (38.4%) | loss: 3.468698 | lrm: 0.62 | dt: 180ms | tok/sec: 364,729 | mfu: 3.9% | epoch: 1 | remaining: 185s    
step 00649 (38.4%) | loss: 3.477183 | lrm: 0.62 | dt: 185ms | tok/sec: 353,855 | mfu: 3.7% | epoch: 1 | remaining: 184s    
step 00650 (38.5%) | loss: 3.477870 | lrm: 0.62 | dt: 181ms | tok/sec: 361,588 | mfu: 3.8% | epoch: 1 | remaining: 184s    
step 00651 (38.6%) | loss: 3.466991 | lrm: 0.62 | dt: 182ms | tok/sec: 359,227 | mfu: 3.8% | epoch: 1 | remaining: 184s    
step 00652 (38.6%) | loss: 3.468006 | lrm: 0.62 | dt: 184ms | tok/sec: 356,335 | mfu: 3.8% | epoch: 1 | remaining: 184s    
step 00653 (38.7%) | loss: 3.471071 | lrm: 0.62 | dt: 184ms | tok/sec: 356,580 | mfu: 3.8% | epoch: 1 | remaining: 184s    
step 00654 (38.8%) | loss: 3.465154 | lrm: 0.62 | dt: 184ms | tok/sec: 355,702 | mfu: 3.8% | epoch: 1 | remaining: 184s    
step 00655 (38.8%) | loss: 3.457288 | lrm: 0.62 | dt: 181ms | tok/sec: 362,738 | mfu: 3.8% | epoch: 1 | remaining: 183s    
step 00656 (38.9%) | loss: 3.456834 | lrm: 0.62 | dt: 182ms | tok/sec: 360,567 | mfu: 3.8% | epoch: 1 | remaining: 183s    
step 00657 (38.9%) | loss: 3.459371 | lrm: 0.62 | dt: 183ms | tok/sec: 357,430 | mfu: 3.8% | epoch: 1 | remaining: 183s    
step 00658 (39.0%) | loss: 3.465907 | lrm: 0.62 | dt: 182ms | tok/sec: 359,842 | mfu: 3.8% | epoch: 1 | remaining: 183s    
step 00659 (39.1%) | loss: 3.467305 | lrm: 0.62 | dt: 184ms | tok/sec: 356,075 | mfu: 3.8% | epoch: 1 | remaining: 183s    
step 00660 (39.1%) | loss: 3.470297 | lrm: 0.62 | dt: 183ms | tok/sec: 358,386 | mfu: 3.8% | epoch: 1 | remaining: 182s    
step 00661 (39.2%) | loss: 3.472498 | lrm: 0.62 | dt: 183ms | tok/sec: 358,885 | mfu: 3.8% | epoch: 1 | remaining: 182s    
step 00662 (39.2%) | loss: 3.466878 | lrm: 0.62 | dt: 182ms | tok/sec: 359,475 | mfu: 3.8% | epoch: 1 | remaining: 182s    
step 00663 (39.3%) | loss: 3.461266 | lrm: 0.61 | dt: 182ms | tok/sec: 360,713 | mfu: 3.8% | epoch: 1 | remaining: 182s    
step 00664 (39.4%) | loss: 3.468343 | lrm: 0.61 | dt: 183ms | tok/sec: 358,858 | mfu: 3.8% | epoch: 1 | remaining: 182s    
step 00665 (39.4%) | loss: 3.470942 | lrm: 0.61 | dt: 182ms | tok/sec: 360,284 | mfu: 3.8% | epoch: 1 | remaining: 182s    
step 00666 (39.5%) | loss: 3.474767 | lrm: 0.61 | dt: 182ms | tok/sec: 359,560 | mfu: 3.8% | epoch: 1 | remaining: 181s    
step 00667 (39.5%) | loss: 3.467953 | lrm: 0.61 | dt: 183ms | tok/sec: 357,663 | mfu: 3.8% | epoch: 1 | remaining: 181s    
step 00668 (39.6%) | loss: 3.470987 | lrm: 0.61 | dt: 184ms | tok/sec: 356,200 | mfu: 3.8% | epoch: 1 | remaining: 181s    
step 00669 (39.7%) | loss: 3.470216 | lrm: 0.61 | dt: 183ms | tok/sec: 358,712 | mfu: 3.8% | epoch: 1 | remaining: 181s    
step 00670 (39.7%) | loss: 3.457815 | lrm: 0.61 | dt: 182ms | tok/sec: 359,693 | mfu: 3.8% | epoch: 1 | remaining: 181s    
step 00671 (39.8%) | loss: 3.462927 | lrm: 0.61 | dt: 182ms | tok/sec: 359,419 | mfu: 3.8% | epoch: 1 | remaining: 180s    
step 00672 (39.8%) | loss: 3.463516 | lrm: 0.61 | dt: 182ms | tok/sec: 361,079 | mfu: 3.8% | epoch: 1 | remaining: 180s    
step 00673 (39.9%) | loss: 3.455223 | lrm: 0.61 | dt: 183ms | tok/sec: 358,651 | mfu: 3.8% | epoch: 1 | remaining: 180s    
step 00674 (40.0%) | loss: 3.451287 | lrm: 0.61 | dt: 184ms | tok/sec: 355,701 | mfu: 3.8% | epoch: 1 | remaining: 180s    
step 00675 (40.0%) | loss: 3.454639 | lrm: 0.61 | dt: 184ms | tok/sec: 355,815 | mfu: 3.8% | epoch: 1 | remaining: 180s    
step 00676 (40.1%) | loss: 3.458244 | lrm: 0.61 | dt: 183ms | tok/sec: 358,771 | mfu: 3.8% | epoch: 1 | remaining: 180s    
step 00677 (40.2%) | loss: 3.460614 | lrm: 0.61 | dt: 180ms | tok/sec: 363,394 | mfu: 3.8% | epoch: 1 | remaining: 179s    
step 00678 (40.2%) | loss: 3.452799 | lrm: 0.61 | dt: 182ms | tok/sec: 359,787 | mfu: 3.8% | epoch: 1 | remaining: 179s    
step 00679 (40.3%) | loss: 3.453063 | lrm: 0.61 | dt: 183ms | tok/sec: 358,642 | mfu: 3.8% | epoch: 1 | remaining: 179s    
step 00680 (40.3%) | loss: 3.448786 | lrm: 0.60 | dt: 183ms | tok/sec: 357,689 | mfu: 3.8% | epoch: 1 | remaining: 179s    
step 00681 (40.4%) | loss: 3.447375 | lrm: 0.60 | dt: 185ms | tok/sec: 353,799 | mfu: 3.7% | epoch: 1 | remaining: 179s    
step 00682 (40.5%) | loss: 3.442490 | lrm: 0.60 | dt: 184ms | tok/sec: 356,469 | mfu: 3.8% | epoch: 1 | remaining: 178s    
step 00683 (40.5%) | loss: 3.442848 | lrm: 0.60 | dt: 179ms | tok/sec: 365,149 | mfu: 3.9% | epoch: 1 | remaining: 178s    
step 00684 (40.6%) | loss: 3.446739 | lrm: 0.60 | dt: 183ms | tok/sec: 358,649 | mfu: 3.8% | epoch: 1 | remaining: 178s    
step 00685 (40.6%) | loss: 3.455145 | lrm: 0.60 | dt: 182ms | tok/sec: 360,056 | mfu: 3.8% | epoch: 1 | remaining: 178s    
step 00686 (40.7%) | loss: 3.456045 | lrm: 0.60 | dt: 183ms | tok/sec: 358,653 | mfu: 3.8% | epoch: 1 | remaining: 178s    
step 00687 (40.8%) | loss: 3.465563 | lrm: 0.60 | dt: 183ms | tok/sec: 357,454 | mfu: 3.8% | epoch: 1 | remaining: 178s    
step 00688 (40.8%) | loss: 3.463180 | lrm: 0.60 | dt: 185ms | tok/sec: 355,166 | mfu: 3.8% | epoch: 1 | remaining: 177s    
step 00689 (40.9%) | loss: 3.475805 | lrm: 0.60 | dt: 183ms | tok/sec: 358,651 | mfu: 3.8% | epoch: 1 | remaining: 177s    
step 00690 (40.9%) | loss: 3.478738 | lrm: 0.60 | dt: 182ms | tok/sec: 359,859 | mfu: 3.8% | epoch: 1 | remaining: 177s    
step 00691 (41.0%) | loss: 3.468330 | lrm: 0.60 | dt: 181ms | tok/sec: 361,417 | mfu: 3.8% | epoch: 1 | remaining: 177s    
step 00692 (41.1%) | loss: 3.447781 | lrm: 0.60 | dt: 183ms | tok/sec: 357,880 | mfu: 3.8% | epoch: 1 | remaining: 177s    
step 00693 (41.1%) | loss: 3.456109 | lrm: 0.60 | dt: 182ms | tok/sec: 359,308 | mfu: 3.8% | epoch: 1 | remaining: 176s    
step 00694 (41.2%) | loss: 3.469927 | lrm: 0.60 | dt: 184ms | tok/sec: 356,492 | mfu: 3.8% | epoch: 1 | remaining: 176s    
step 00695 (41.2%) | loss: 3.467846 | lrm: 0.60 | dt: 184ms | tok/sec: 355,951 | mfu: 3.8% | epoch: 1 | remaining: 176s    
step 00696 (41.3%) | loss: 3.469729 | lrm: 0.60 | dt: 185ms | tok/sec: 353,916 | mfu: 3.7% | epoch: 1 | remaining: 176s    
step 00697 (41.4%) | loss: 3.468629 | lrm: 0.59 | dt: 180ms | tok/sec: 364,350 | mfu: 3.9% | epoch: 1 | remaining: 176s    
step 00698 (41.4%) | loss: 3.458213 | lrm: 0.59 | dt: 182ms | tok/sec: 360,475 | mfu: 3.8% | epoch: 1 | remaining: 176s    
step 00699 (41.5%) | loss: 3.457002 | lrm: 0.59 | dt: 182ms | tok/sec: 359,439 | mfu: 3.8% | epoch: 1 | remaining: 175s    
step 00700 (41.6%) | loss: 3.461732 | lrm: 0.59 | dt: 182ms | tok/sec: 359,583 | mfu: 3.8% | epoch: 1 | remaining: 175s    
step 00701 (41.6%) | loss: 3.454723 | lrm: 0.59 | dt: 184ms | tok/sec: 355,880 | mfu: 3.8% | epoch: 1 | remaining: 175s    
step 00702 (41.7%) | loss: 3.452850 | lrm: 0.59 | dt: 182ms | tok/sec: 359,556 | mfu: 3.8% | epoch: 1 | remaining: 175s    
step 00703 (41.7%) | loss: 3.453316 | lrm: 0.59 | dt: 183ms | tok/sec: 357,480 | mfu: 3.8% | epoch: 1 | remaining: 175s    
step 00704 (41.8%) | loss: 3.458592 | lrm: 0.59 | dt: 183ms | tok/sec: 357,419 | mfu: 3.8% | epoch: 1 | remaining: 174s    
step 00705 (41.9%) | loss: 3.459283 | lrm: 0.59 | dt: 181ms | tok/sec: 361,818 | mfu: 3.8% | epoch: 1 | remaining: 174s    
step 00706 (41.9%) | loss: 3.458426 | lrm: 0.59 | dt: 183ms | tok/sec: 357,965 | mfu: 3.8% | epoch: 1 | remaining: 174s    
step 00707 (42.0%) | loss: 3.457458 | lrm: 0.59 | dt: 182ms | tok/sec: 359,772 | mfu: 3.8% | epoch: 1 | remaining: 174s    
step 00708 (42.0%) | loss: 3.442740 | lrm: 0.59 | dt: 183ms | tok/sec: 357,729 | mfu: 3.8% | epoch: 1 | remaining: 174s    
step 00709 (42.1%) | loss: 3.443544 | lrm: 0.59 | dt: 184ms | tok/sec: 357,104 | mfu: 3.8% | epoch: 1 | remaining: 174s    
step 00710 (42.2%) | loss: 3.444385 | lrm: 0.59 | dt: 183ms | tok/sec: 357,572 | mfu: 3.8% | epoch: 1 | remaining: 173s    
step 00711 (42.2%) | loss: 3.439150 | lrm: 0.59 | dt: 181ms | tok/sec: 361,128 | mfu: 3.8% | epoch: 1 | remaining: 173s    
step 00712 (42.3%) | loss: 3.439674 | lrm: 0.59 | dt: 182ms | tok/sec: 360,635 | mfu: 3.8% | epoch: 1 | remaining: 173s    
step 00713 (42.3%) | loss: 3.442110 | lrm: 0.59 | dt: 182ms | tok/sec: 359,128 | mfu: 3.8% | epoch: 1 | remaining: 173s    
step 00714 (42.4%) | loss: 3.450579 | lrm: 0.58 | dt: 183ms | tok/sec: 358,091 | mfu: 3.8% | epoch: 1 | remaining: 173s    
step 00715 (42.5%) | loss: 3.449970 | lrm: 0.58 | dt: 183ms | tok/sec: 358,753 | mfu: 3.8% | epoch: 1 | remaining: 172s    
step 00716 (42.5%) | loss: 3.439408 | lrm: 0.58 | dt: 184ms | tok/sec: 356,485 | mfu: 3.8% | epoch: 1 | remaining: 172s    
step 00717 (42.6%) | loss: 3.435024 | lrm: 0.58 | dt: 183ms | tok/sec: 357,726 | mfu: 3.8% | epoch: 1 | remaining: 172s    
step 00718 (42.7%) | loss: 3.433086 | lrm: 0.58 | dt: 182ms | tok/sec: 361,075 | mfu: 3.8% | epoch: 1 | remaining: 172s    
step 00719 (42.7%) | loss: 3.431826 | lrm: 0.58 | dt: 183ms | tok/sec: 357,729 | mfu: 3.8% | epoch: 1 | remaining: 172s    
step 00720 (42.8%) | loss: 3.428477 | lrm: 0.58 | dt: 182ms | tok/sec: 359,608 | mfu: 3.8% | epoch: 1 | remaining: 172s    
step 00721 (42.8%) | loss: 3.425558 | lrm: 0.58 | dt: 182ms | tok/sec: 360,242 | mfu: 3.8% | epoch: 1 | remaining: 171s    
step 00722 (42.9%) | loss: 3.418789 | lrm: 0.58 | dt: 183ms | tok/sec: 358,294 | mfu: 3.8% | epoch: 1 | remaining: 171s    
step 00723 (43.0%) | loss: 3.424954 | lrm: 0.58 | dt: 183ms | tok/sec: 357,365 | mfu: 3.8% | epoch: 1 | remaining: 171s    
step 00724 (43.0%) | loss: 3.418648 | lrm: 0.58 | dt: 183ms | tok/sec: 357,297 | mfu: 3.8% | epoch: 1 | remaining: 171s    
step 00725 (43.1%) | loss: 3.428753 | lrm: 0.58 | dt: 182ms | tok/sec: 360,658 | mfu: 3.8% | epoch: 1 | remaining: 171s    
step 00726 (43.1%) | loss: 3.429866 | lrm: 0.58 | dt: 183ms | tok/sec: 358,602 | mfu: 3.8% | epoch: 1 | remaining: 170s    
step 00727 (43.2%) | loss: 3.432017 | lrm: 0.58 | dt: 182ms | tok/sec: 360,696 | mfu: 3.8% | epoch: 1 | remaining: 170s    
step 00728 (43.3%) | loss: 3.436315 | lrm: 0.58 | dt: 182ms | tok/sec: 360,177 | mfu: 3.8% | epoch: 1 | remaining: 170s    
step 00729 (43.3%) | loss: 3.444957 | lrm: 0.58 | dt: 182ms | tok/sec: 360,133 | mfu: 3.8% | epoch: 1 | remaining: 170s    
step 00730 (43.4%) | loss: 3.440250 | lrm: 0.57 | dt: 183ms | tok/sec: 358,272 | mfu: 3.8% | epoch: 1 | remaining: 170s    
step 00731 (43.4%) | loss: 3.435101 | lrm: 0.57 | dt: 185ms | tok/sec: 354,853 | mfu: 3.8% | epoch: 1 | remaining: 169s    
step 00732 (43.5%) | loss: 3.433167 | lrm: 0.57 | dt: 183ms | tok/sec: 357,413 | mfu: 3.8% | epoch: 1 | remaining: 169s    
step 00733 (43.6%) | loss: 3.431371 | lrm: 0.57 | dt: 181ms | tok/sec: 362,757 | mfu: 3.8% | epoch: 1 | remaining: 169s    
step 00734 (43.6%) | loss: 3.427898 | lrm: 0.57 | dt: 182ms | tok/sec: 359,550 | mfu: 3.8% | epoch: 1 | remaining: 169s    
step 00735 (43.7%) | loss: 3.426582 | lrm: 0.57 | dt: 182ms | tok/sec: 359,319 | mfu: 3.8% | epoch: 1 | remaining: 169s    
step 00736 (43.7%) | loss: 3.424216 | lrm: 0.57 | dt: 183ms | tok/sec: 357,827 | mfu: 3.8% | epoch: 1 | remaining: 169s    
step 00737 (43.8%) | loss: 3.429673 | lrm: 0.57 | dt: 184ms | tok/sec: 356,818 | mfu: 3.8% | epoch: 1 | remaining: 168s    
step 00738 (43.9%) | loss: 3.418728 | lrm: 0.57 | dt: 184ms | tok/sec: 356,005 | mfu: 3.8% | epoch: 1 | remaining: 168s    
step 00739 (43.9%) | loss: 3.419210 | lrm: 0.57 | dt: 181ms | tok/sec: 362,878 | mfu: 3.8% | epoch: 1 | remaining: 168s    
step 00740 (44.0%) | loss: 3.420361 | lrm: 0.57 | dt: 182ms | tok/sec: 359,321 | mfu: 3.8% | epoch: 1 | remaining: 168s    
step 00741 (44.1%) | loss: 3.404646 | lrm: 0.57 | dt: 182ms | tok/sec: 360,523 | mfu: 3.8% | epoch: 1 | remaining: 168s    
step 00742 (44.1%) | loss: 3.408130 | lrm: 0.57 | dt: 184ms | tok/sec: 356,217 | mfu: 3.8% | epoch: 1 | remaining: 167s    
step 00743 (44.2%) | loss: 3.411554 | lrm: 0.57 | dt: 183ms | tok/sec: 357,668 | mfu: 3.8% | epoch: 1 | remaining: 167s    
step 00744 (44.2%) | loss: 3.410815 | lrm: 0.57 | dt: 184ms | tok/sec: 356,280 | mfu: 3.8% | epoch: 1 | remaining: 167s    
step 00745 (44.3%) | loss: 3.413162 | lrm: 0.57 | dt: 183ms | tok/sec: 357,452 | mfu: 3.8% | epoch: 1 | remaining: 167s    
step 00746 (44.4%) | loss: 3.419988 | lrm: 0.57 | dt: 183ms | tok/sec: 357,949 | mfu: 3.8% | epoch: 1 | remaining: 167s    
step 00747 (44.4%) | loss: 3.423356 | lrm: 0.56 | dt: 181ms | tok/sec: 362,152 | mfu: 3.8% | epoch: 1 | remaining: 167s    
step 00748 (44.5%) | loss: 3.418644 | lrm: 0.56 | dt: 184ms | tok/sec: 356,671 | mfu: 3.8% | epoch: 1 | remaining: 166s    
step 00749 (44.5%) | loss: 3.422073 | lrm: 0.56 | dt: 183ms | tok/sec: 358,401 | mfu: 3.8% | epoch: 1 | remaining: 166s    
step 00750 (44.6%) | loss: 3.431854 | lrm: 0.56 | dt: 184ms | tok/sec: 355,528 | mfu: 3.8% | epoch: 1 | remaining: 166s    
step 00751 (44.7%) | loss: 3.432712 | lrm: 0.56 | dt: 185ms | tok/sec: 354,989 | mfu: 3.8% | epoch: 1 | remaining: 166s    
step 00752 (44.7%) | loss: 3.424431 | lrm: 0.56 | dt: 181ms | tok/sec: 361,877 | mfu: 3.8% | epoch: 1 | remaining: 166s    
step 00753 (44.8%) | loss: 3.433459 | lrm: 0.56 | dt: 182ms | tok/sec: 361,033 | mfu: 3.8% | epoch: 1 | remaining: 165s    
step 00754 (44.8%) | loss: 3.424380 | lrm: 0.56 | dt: 182ms | tok/sec: 360,071 | mfu: 3.8% | epoch: 1 | remaining: 165s    
step 00755 (44.9%) | loss: 3.426939 | lrm: 0.56 | dt: 183ms | tok/sec: 357,178 | mfu: 3.8% | epoch: 1 | remaining: 165s    
step 00756 (45.0%) | loss: 3.433627 | lrm: 0.56 | dt: 183ms | tok/sec: 357,326 | mfu: 3.8% | epoch: 1 | remaining: 165s    
step 00757 (45.0%) | loss: 3.427309 | lrm: 0.56 | dt: 186ms | tok/sec: 352,808 | mfu: 3.7% | epoch: 1 | remaining: 165s    
step 00758 (45.1%) | loss: 3.429357 | lrm: 0.56 | dt: 184ms | tok/sec: 356,760 | mfu: 3.8% | epoch: 1 | remaining: 165s    
step 00759 (45.1%) | loss: 3.424656 | lrm: 0.56 | dt: 180ms | tok/sec: 363,422 | mfu: 3.8% | epoch: 1 | remaining: 164s    
step 00760 (45.2%) | loss: 3.424854 | lrm: 0.56 | dt: 181ms | tok/sec: 362,655 | mfu: 3.8% | epoch: 1 | remaining: 164s    
step 00761 (45.3%) | loss: 3.423888 | lrm: 0.56 | dt: 184ms | tok/sec: 357,012 | mfu: 3.8% | epoch: 1 | remaining: 164s    
step 00762 (45.3%) | loss: 3.426725 | lrm: 0.56 | dt: 183ms | tok/sec: 358,177 | mfu: 3.8% | epoch: 1 | remaining: 164s    
step 00763 (45.4%) | loss: 3.432061 | lrm: 0.56 | dt: 184ms | tok/sec: 356,998 | mfu: 3.8% | epoch: 1 | remaining: 164s    
step 00764 (45.5%) | loss: 3.434177 | lrm: 0.55 | dt: 185ms | tok/sec: 354,808 | mfu: 3.8% | epoch: 1 | remaining: 163s    
